Key	Value
[NAME]亮出了自己门派的名号，闻者无不蜂拥，[NAME]初步筛选后挑选了%s名有缘的弟子来宗门接受审核。	[NAME] พยายามบอกให้ทุกคนที่อยากฟังรู้ถึงความมีหน้ามีตาของโรงเรียนของพวกเขาเพื่อดึงดูดลูกศิษย์ใหม่ ๆ ผู้ฟังหลั่งไหลเข้ามาหลายสิบคน [NAME] ยังสามารถเลือกและเลือกท่ามกลางผู้คนมากมายที่เต็มใจเข้าร่วม ในที่สุด%s คนก็เข้าร่วมเป็นสาวก
[NAME]亮出了自己门派的名号，%s全城沸腾了。无数求仙者蜂拥而至，[NAME]依靠神通才筛选出了%s名有缘人前往宗门进一步审核。	[NAME] พยายามบอกให้ทุกคนที่อยากฟังรู้ถึงความมีหน้ามีตาของโรงเรียนของพวกเขาเพื่อดึงดูดลูกศิษย์ใหม่ ๆ ทั้งเมือง%s หันมาเข้าร่วม ผู้คนนับไม่ถ้วนที่ต้องการแสวงหาความเป็นอมตะแห่กันมาที่ [NAME] ซึ่งใช้ความสามารถในการเลือกและเลือกผู้มีโอกาสเป็นลูกค้าอันดับต้น ๆ ในที่สุด%s คนก็เข้าร่วมเป็นสาวก
[NAME]离开了仙缘大会。	[NAME] ออกจากงาน Immortal Destiny Fair
[NAME]随意挑选了一条蜿蜒的小路深入地宫。[IT]一路深入，竟然接连找到许多宝物灵丹，甚至找到一柄宝光凌然的法宝。刚准备继续深入地宫，[NAME]突然感觉脑海中一阵撕裂般的疼痛，就此失去了意识。	[NAME] สุ่มเลือกกฎและเข้าไปในวังใต้ดิน [IT] รับกฎและพบสมบัติและยาเม็ดค่อนข้างน้อยและยังพบ Artifact [NAME] กำลังจะเดินทางต่อไปยังพระราชวังใต้ดินเมื่อจู่ๆก็ปวดศีรษะและหมดสติไป
[NAME]随意挑选了一条蜿蜒的小路深入地宫。[IT]机缘不错，竟然接连找到许多宝物和丹药。正当[NAME]兴致冲冲，准备继续深入地宫，突然感觉脑海中一阵撕裂般的疼痛，就此失去了意识。	[NAME] สุ่มเลือกกฎและเข้าไปในวังใต้ดิน [IT] ทันใดนั้นก็พบสมบัติและ Elixirs จำนวนหนึ่งดูเหมือนว่าโชคจะไม่เป็นปัญหา เช่นเดียวกับที่ [NAME] กำลังรู้สึกกระวนกระวายที่จะเดินทางต่อไปยังวังใต้ดินเมื่อจู่ๆก็ปวดหัวและหมดสติไป
[NAME]随意挑选了一条蜿蜒的小路深入地宫。[IT]刚刚进入一间密室，找到一些天材地宝时，突然感觉脑海中一阵撕裂般的疼痛，就此失去了意识。	[NAME] สุ่มเลือกกฎและเข้าไปในวังใต้ดิน เมื่อ [IT] เพิ่งเข้าไปในห้องที่ซ่อนอยู่และพบสิ่งของบางอย่างและกำลังจะเข้าไปในวังใต้ดินพวกเขาก็รู้สึกเจ็บปวดที่ศีรษะและหมดสติไป
等[NAME]苏醒，已经倒在邪帝陵外一处无人的深山。仔细回想之下，[NAME]脑海中竟然浮现一门艰涩的功法。正是邪帝昔日纵横天下的《他化自在大法》。	หลังจากที่ [NAME] ฟื้นคืนสติปรากฎว่าพวกเขาอยู่นอกสุสานจักรพรรดิปีศาจ หลังจากนึกถึงอย่างรอบคอบกฎไบเซนไทน์และอบายมุขก็ลอยขึ้นสู่พื้นผิวของจิตใจของ [NAME] มันเป็น "การใช้ประโยชน์จากความสุขภายนอก" ของจักรพรรดิปีศาจที่ครั้งหนึ่งเคยคลั่งไคล้เกี่ยวกับดินแดน
等[NAME]苏醒，已经倒在邪帝陵外一处无人的深山，全身修为竟然大进。	หลังจากที่ [NAME] ฟื้นคืนสติปรากฎว่าพวกเขาอยู่นอกสุสานจักรพรรดิปีศาจและจากการใคร่ครวญเล็กน้อยปรากฎว่าจากการที่ร่างกายของพวกเขารู้สึกว่าการเพาะปลูกของพวกเขาก้าวหน้าไปมาก
[NAME]不愿意趟这趟浑水，离开了邪帝陵。	[NAME] ไม่เต็มใจที่จะไปไกลกว่านี้จึงออกจากสุสานจักรพรรดิปีศาจ
[NAME]遁光飞快，瞬间抓到了宝物，趁众人尚未赶上，便离开此地。	[NAME] หลบหลีกอย่างรวดเร็วคว้าสมบัติและใช้ประโยชน์จากผู้อื่นโดยไม่ทันตั้งตัวและจากไป
[NAME]架起遁光靠近宝物，也许是机缘所致，宝物有灵竟然主动投向[NAME]而来，[NAME]大喜之下收起宝物，赶忙离开此地。	[NAME] หลบหลีกและเข้าใกล้ Treasure มากขึ้น บางทีมันอาจจะเป็นแค่โชค แต่สมบัติดูเหมือนจะเหวี่ยงใส่ [NAME] ในทันใด [NAME] เก็บมันไว้ด้วยรอยยิ้มกว้างและรีบออกไปจากที่นั่น
[NAME]架起遁光靠近宝物，然而同时亦有多名修行者一起围了上来。[NAME]施展神通，压服众人。虽然受了些伤，但总算成功夺得了宝物。	[NAME] หลบหลีกและเข้าใกล้สมบัติมากขึ้น แต่ผู้ฝึกฝนบางคนก็มารวมตัวกันในเวลาเดียวกัน [NAME] แสดงปาฏิหาริย์ที่ทำให้ฝูงชนตกตะลึง แม้ว่าจะได้รับบาดแผลไปบ้าง แต่จำนวนสมบัติที่ได้รับก็คุ้มค่า
[NAME]架起遁光靠近宝物，然而同时亦有多名修行者一起围了上来。[NAME]施展神通，但却不敌他人，反而受伤甚重，只能铩羽而归。	[NAME] หลบหลีกและเข้าใกล้สมบัติมากขึ้น แต่ผู้ฝึกฝนบางคนก็มารวมตัวกันในเวลาเดียวกัน [NAME] แสดงปาฏิหาริย์ แต่สุดท้ายก็มีจำนวนมากกว่าอย่างสิ้นหวังและได้รับบาดเจ็บสาหัส ในท้ายที่สุดไม่มีความหวังที่จะหันหางและหนีไป
[NAME]架起遁光追逐，但是却跟不上宝物飞遁的速度，只能眼睁睁的看着宝物远去天边。	[NAME] ไล่ตาม แต่ไม่สามารถตามความเร็วของสมบัติได้จึงทำได้เพียงมองต่อเมื่อมันหายไปในระยะไกล
[NAME]遁光飞快，瞬间收取了宝物，趁众人尚未赶上，便离开此地。	[NAME] หลบหลีกอย่างรวดเร็วคว้าสมบัติและใช้ประโยชน์จากคนอื่น ๆ โดยไม่ทันตั้งตัวและจากไป
金鳌剑	ดาบเต่าทอง
先天五行剑之一，封印金鳌元神，迅捷无匹。	หนึ่งในดาบแห่งธาตุทั้งห้า จิตวิญญาณดั้งเดิมของเต่าทองคำถูกปิดผนึกไว้ภายในมันรวดเร็วโดยไม่มีการเปรียบเทียบ
碧蜈剑	ดาบตะขาบหยก
先天五行剑之一，封印碧蜈元神，灵气充沛。	หนึ่งในดาบแห่งธาตุทั้งห้า จิตวิญญาณดั้งเดิมของตะขาบหยกถูกปิดผนึกอยู่ภายในมันเต็มไปด้วย Qi
黑螭剑	ดาบมังกรดำ
先天五行剑之一，封印黑螭元神，灵动如意。	หนึ่งในดาบแห่งธาตุทั้งห้า จิตวิญญาณดั้งเดิมของมังกรดำถูกปิดผนึกไว้ภายในมันมีความยืดหยุ่นเท่าที่จะทำได้
火凰剑	ดาบฟีนิกซ์ไฟ
先天五行剑之一，封印火凰元神，威力无穷。	หนึ่งในดาบแห่งธาตุทั้งห้า จิตวิญญาณดั้งเดิมของนกฟีนิกซ์เพลิงถูกปิดผนึกไว้ภายในพลังของมันไร้ขอบเขต
土麟剑	ดาบคิรินดิน
先天五行剑之一，封印麒麟元神，底力浑厚。	หนึ่งในดาบแห่งธาตุทั้งห้า วิญญาณบรรพกาลของกิเลนถูกปิดผนึกไว้ภายในศักยภาพของมันนั้นน่ากลัว
混沌琢	Chaos สิ่ว
天府奇珍，以天劫之息凝练而成。	สมบัติหายากรายการนี้ถูกสร้างขึ้นจากลมหายใจแห่งสวรรค์
[NAME]不愿意趟这趟浑水，离开了玉晶潭。	[NAME] ไม่อยากไปไกลกว่านี้เลยออกจาก Lake Jadestone
此物灵气波动微弱，毫不起眼，[NAME]架起遁光靠近宝物，轻松将此物收入怀中。	Qi ของสิ่งนี้ผันผวนอย่างอ่อนแรง [NAME] เข้ามาใกล้สมบัติและหยิบมันขึ้นมา
[NAME]深入异界裂缝之中探索，突然一道微弱的时空涟漪引起[NAME]注意。[NAME]凭借自己深厚的道行迅速找到了这道涟漪的来源……	[NAME] เข้าไปสำรวจลึกเข้าไปในรอยแยกของโลกอื่นและแรงกระเพื่อมที่อ่อนแออย่างกะทันหันในกาลอวกาศดึงดูดความสนใจของ [NAME] ด้วยความสำเร็จที่ซับซ้อน [NAME] ก็พบต้นตอของแรงกระเพื่อมนี้ในไม่ช้า
[NAME]深入异界裂缝之中探索，突然一道微弱的时空涟漪引起[NAME]注意。然而[NAME]道行不足，没能成功找到这涟漪的来源……	[NAME] เข้าไปสำรวจลึกเข้าไปในรอยแยกของโลกอื่นและแรงกระเพื่อมที่อ่อนแออย่างกะทันหันในกาลอวกาศดึงดูดความสนใจของ [NAME] แต่ [NAME] ไม่พบแหล่งที่มาเนื่องจากไม่ได้รับข้อมูล
[NAME]不愿意多花功夫，离开了此地。	[NAME] ไม่เต็มใจที่จะใช้ความพยายามใด ๆ อีกแล้วจึงออกเดินทางจากสถานที่แห่งนี้
[NAME]在异界裂缝搜寻良久，果然发现了一些气息古怪的家伙。但对方似乎没有敌意，一番交谈之下，[NAME]从他们口中得知一种奇特的机关，据说可以沟通其他世界。[NAME]将信将疑的将这种建筑的建造方法带回了门派。	[NAME] ค้นหาสักพักที่ Otherworld Rift และพบชายแปลกหน้า แต่พวกเขาไม่ใช่ศัตรู หลังจากที่ [NAME] พูดคุยกันได้รู้ว่าสิ่งประดิษฐ์ที่กล่าวกันว่าสามารถใช้เพื่อเชื่อมต่อกับโลกอื่นได้ [NAME] นำสูตรของสิ่งประดิษฐ์นี้ไปยังสำนักด้วยความสงสัย
[NAME]来到观海城，展开神识搜索，很快就找到了传言的来处。[NAME]略施小术便从那名幸存的渔夫记忆中提取出了事发地点的记忆。	[NAME] มาที่ซีสเคปและสามารถค้นหาแหล่งที่มาของข่าวลือได้อย่างรวดเร็วโดยใช้ Perception [NAME] ใช้เคล็ดลับเล็ก ๆ น้อย ๆ เพื่อดึงตำแหน่งของเหตุการณ์ออกจากความทรงจำของชาวประมง
[NAME]不愿意多花功夫，离开了观海城。	[NAME] ไม่เต็มใจที่จะใช้ความพยายามใด ๆ อีกและ Seascape ก็จากไปเช่นนั้น
[NAME]尝试用神念靠近裂缝，裂缝中突然传来一阵可怕的吸力，将[NAME]的意识卷入其中。在经过一个光怪陆离的通道后，[NAME]来到一个陌生的世界。	[NAME] พยายามเข้าใกล้รอยแยกมากขึ้นเมื่อกองกำลังขนส่งสินค้าดูเหมือนจะดึง [NAME] เข้ามาในความสับสน หลังจากผ่านอุโมงค์ที่แปลกประหลาด [NAME] ก็พบโลกใหม่ที่แปลกประหลาดในอีกด้านหนึ่ง
[NAME]不愿意冒险，离开了此地。	[NAME] ไม่เต็มใจที่จะเสี่ยงและจากไป
[NAME]打量四周，发现自己的元神正处在一个奇异的房间里。房间里还有一名凡人，正在对着一块直立的发光板做着什么。[NAME]略施小术，便从那名凡人身上获取了这个世界的基本知识。	[NAME] ตรวจสอบและพบว่าวิญญาณบรรพกาลของพวกเขาเองนั้นตั้งอยู่ในห้องที่แปลกประหลาด ยังมีคนธรรมดาคนหนึ่งในห้องที่กำลังทำอะไรบางอย่างกับกระดานไฟแนวตั้ง [NAME] ใช้กลอุบายเล็ก ๆ น้อย ๆ และเรียนรู้ความรู้บางอย่างเกี่ยวกับโลกนี้
原来此地名叫“华夏国”，正处在一个名叫“春节”的庆典中。而那块直立的发光板叫“电脑”，那名凡人正在游玩一款名叫《修仙模拟器》的游戏。	เมื่อปรากฎว่าสถานที่แห่งนี้ถูกเรียกว่า "คาเธ่ย์" และผู้คนในดินแดนนี้ก็กำลังเฉลิมฉลองเทศกาลที่เรียกว่า "เทศกาลฤดูใบไม้ผลิ" และกระดานไฟแนวตั้งนั้นคือสิ่งที่เรียกว่า "คอมพิวเตอร์" และสามัญชนเหล่านั้นที่เล่นเกมที่เรียกว่า "Amazing Cultivation Simulator"
[NAME]不由的对这个名叫“春节”的庆典起了兴趣，[IT]驱动元神，游历世界，发现许多有趣的事：家家户户都在门窗上贴了神奇的字符，挂上了成串的灯笼，燃放绚丽的烟花等等。	[NAME] อดไม่ได้ที่จะรู้สึกทึ่งกับสิ่งที่เรียกว่า "เทศกาลฤดูใบไม้ผลิ" [IT] จึงบังคับให้วิญญาณบรรพกาลร่อนเร่ไปทั่วดินแดนและค้นพบสิ่งที่น่าสนใจมากมาย: ทุกครอบครัวสร้างภาพที่น่าอัศจรรย์ ประตูและหน้าต่างของพวกเขา พวกเขายังแขวนโคมไฟจุดพลุและอื่น ๆ อีกมากมาย
不知道是不是不能动用法力的缘故，[NAME]的心神也被这氛围感染。沉浸在这个异世界的节日气氛中。	ไม่แน่ใจว่าเป็นเพราะเวทมนต์หรืออะไร แต่ [NAME] ก็ได้รับความทุกข์ทรมานจากบรรยากาศที่น่าเหลือเชื่อในปัจจุบัน พวกเขาได้ดื่มด่ำกับบรรยากาศของวันหยุดของโลกที่แปลกประหลาดนี้
数日游历之间，[NAME]发现此地贴在门窗之上的字符除了喜庆之外，竟然别有奥妙。而此地别具一格的灯笼烟花也让[NAME]喜爱非常。然而正当[NAME]兴致勃勃的准备继续查探时，却突然察觉异界裂缝似乎开始波动，[NAME]只得驱动元神，返回了肉身。	เดินทางมาสองสามวัน [NAME] ค้นพบว่าผู้คนที่นี่ติดภาพที่ประตูและหน้าต่างซึ่งไม่ได้หวังเพียงแค่ความโชคดีและความสุขเท่านั้น แต่ยังมีความหมายลึกลับอื่น ๆ อีกด้วย ยิ่งไปกว่านั้น [NAME] ชอบโคมไฟที่แปลกตาในสถานที่นี้ แต่ในขณะที่ [NAME] กำลังเตรียมพร้อมที่จะลงทุนต่อไปอย่างตื่นเต้นพวกเขาก็ตระหนักว่ารอยแยก Parellia เริ่มสั่นสะเทือน [NAME] ต้องใช้ความพยายามอย่างเต็มที่เพื่อที่จะย้อนเวลากลับไป
几日异界见闻让[NAME]大有所悟，[IT]将所见所闻记录与书册之上，带回了门派。	เพียงไม่กี่วันก็ส่งผลกระทบอย่างมากต่อ [NAME] [IT] บันทึกสิ่งที่ได้เห็นและได้ยินและนำกลับไปที่โรงเรียน
[NAME]运转元神升空而起，打量四周，发现自己正身处一座巨大的凡人城市之上，这座城市十分奇特，竟有无数高达百米的建筑，其规模之大更是超出[NAME]之前见过的任意一座大城，其中人口稠密，恐有千百万之数，似乎正处在某个庆典之中。其天空竟然有数只钢铁巨鸟排成阵型风驰电掣呼啸而过，其速度甚至不输普通飞剑，简直闻所未闻。	[NAME] ใช้ Primordial Spirit เพื่อทะยานขึ้นมองไปรอบ ๆ พบว่ามีเมืองขนาดใหญ่หากแปลกประหลาดอยู่รอบ ๆ มีอาคารสูงใหญ่โตมากมายนับไม่ถ้วนและเมืองนี้มีขนาดใหญ่กว่าที่ [NAME] เคยเห็นมาและมันก็หนาแน่นมากจนคนหลายล้านสามารถอาศัยอยู่ที่นั่นได้ ดูเหมือนว่าจะมีการเฉลิมฉลองบางอย่างเกิดขึ้น ดูเหมือนว่าจะมีนกโลหะบินอยู่บนท้องฟ้า…พวกมันเร็วกว่าสิ่งประดิษฐ์ด้วยซ้ำ! ไม่เคยได้ยินมาก่อน!
[NAME]大感兴趣，便以读心之法收集城中居民的信息。这才知道此地乃炎黄国，其时正为国诞之时，普天同庆之下，其国运如烈火烹油，直冲霄汉。[NAME]恍然，也正是这股庞大的气运之力透过空间裂缝，让自己得以定位感知。	ความอยากรู้อยากเห็นของ [NAME] มีมากกว่าความแปลกประหลาดและเริ่มรวบรวมข้อมูลเกี่ยวกับผู้อยู่อาศัย ตอนนั้นเห็นได้ชัดว่านี่คือประเทศของคาเธ่ย์ ไม่ใช่แค่วันใดวันหนึ่ง แต่เป็นวันชาติของประเทศ ทันใดนั้น [NAME] ก็ตระหนักว่ามันเป็นกลิ่นอายแห่งโชคลาภของประเทศที่เปล่งออกมาจากรอยแยกในอวกาศซึ่งทำให้สามารถรับรู้ตำแหน่งได้
如此凝聚的国运，可谓闻所未闻。“如此大国是如何建立？”[NAME]对这个国家的历史产生了浓烈的兴趣。	โมเมนตัมแห่งโชคลาภเช่นนี้ไม่เคยมีมาก่อน "ประเทศที่ยิ่งใหญ่เช่นนี้ถูกสร้างขึ้นมาได้อย่างไร" [NAME] ให้ความสนใจอย่างมากในประวัติศาสตร์ของประเทศนี้
[NAME]找到此地名为“图书馆”的地方，查看起这个凡人国度的历史。不禁深深地为之沉迷。自今向古追溯，此国数以千年的思想传承虽然繁杂，但其根脚完全不输于自己本来世界的任何一种心法理论。尤其是其源自“诸子百家”的思想竟然与自身修炼之道大有补益和启发。	[NAME] พบสถานที่นี้เรียกว่า "ห้องสมุด" ประวัติของผู้คนที่นี่สามารถพบได้ภายใน พวกเขาหลงใหลมันอย่างมาก เมื่อมองย้อนกลับไปในประวัติศาสตร์ประเทศนี้ได้เห็นการเปลี่ยนแปลงที่ซับซ้อนในความคิดตลอดหลายพันปี แต่ก็ไม่ได้ด้อยไปกว่าโลกที่ [NAME] มาจากโรงเรียนแห่งความคิด โรงเรียนแห่งความคิดหลายร้อยแห่งของพวกเขามีความคล้ายคลึงกันมากกับสำนักการเพาะปลูกที่แสวงหาความจริงและการพัฒนาส่วนบุคคลและพวกเขาได้รับประโยชน์และแรงบันดาลใจอย่างมากเกี่ยวกับกฎอันยิ่งใหญ่ที่มีต่อความเป็นอมตะ
[NAME]在此地一留便是数日，如痴如醉。然而异界裂缝似乎开始波动，[NAME]只得驱动元神，返回了肉身。	[NAME] อยู่ที่นี่สองสามวันเริ่มหลงเสน่ห์สถานที่นี้ อย่างไรก็ตามรอยแยกของโลกอื่นเริ่มผันผวน [NAME] ต้องขับไล่วิญญาณบรรพกาลและกลับมา
[NAME]将近日所读之册以神念转录，带回了门派。	[NAME] ถอดเสียงหนังสือที่พวกเขาอ่านแล้วส่งกลับไปที่ Sect พร้อมกับพวกเขา
叶玄身形一动，便把[NAME]身上的骰子捞在手里把玩了两下，随后便答应了你的要求。	Ye Xuan ดึงลูกเต๋าออกจาก [NAME] และโยนมันสองครั้งจากนั้นตกลงตามคำขอของคุณ
叶玄瞥了[NAME]一眼，便专心桌上的赌局。不在理会[NAME]。	Ye Xuan มองไปที่ [NAME] แล้วจดจ่อไปที่ความวุ่นวายที่โต๊ะ พวกเขาไม่ได้ให้ความสนใจกับ [NAME]
[NAME]想了想，还是不要招惹此人为妙。	[NAME] คิดทบทวนและตัดสินใจว่าจะไม่ยั่วยุบุคคลนี้เป็นการดีที่สุด
[NAME]的寿元已经不足五十年……	[NAME] เหลือเวลาอีกไม่ถึง 50 ปี…
[NAME]抽到的两张算筹分别为：%s,%s。	[NAME] ดึงแท่งนับสองอัน:%s,%s
那么猜测双方算筹之差为多少呢？	จะเดาได้อย่างไรว่าทั้งสองแตกต่างกันอย่างไร?
[NAME]想了想，赌博害人，还是赶紧离开吧。	[NAME] คิดทบทวนแล้วและตัดสินใจว่าการพนันมีความเสี่ยงเกินไปจึงตัดสินใจที่จะออกไป
叶玄猜%s。	Ye Xuan เดา%s
叶玄展示抽到的两张算筹，分别为：%s,%s。双方之差为：%s。	Ye Xuan แสดงให้เห็นว่าแท่งนับสองอันที่ลากมานั้นเรียงตามลำดับ:%s,%s ความแตกต่างระหว่างทั้งสองคือ%s
[NAME]赢了！	[NAME] ชนะ!
[NAME]输了！寿元减少五十年！	[NAME] แพ้! และเช่นเดียวกับที่อายุขัยของพวกเขาลดลงทั้ง 50 ปี!
竟然是平局，只得此局作罢。	มันเป็นผลเสมอดังนั้นพวกเขาจึงต้องยอมแพ้ในรอบนี้
叶玄被[NAME]赢了三局，不甘心的舔舔嘴唇，结束了今天的赌局。	Ye Xuan ถูก [NAME] ทุบตี 3 ครั้งโดยไม่เต็มใจที่จะเลียอีกต่อไปนั่นคือวันนั้นเอง
[NAME]以《太上忘情道》所修炼的灵气将地下的纹理一一补全。在符号完整的一瞬间，[NAME]眼前仿佛一片迷雾飞过。眨眼之间，面前的景象已然变得截然不同！	[NAME] ใช้ Qi ที่ได้รับการฝึกฝนโดยใช้ "กฎการตัดอารมณ์" เพื่อเติมลงในเนื้อใต้ดิน ในทันทีที่สัญลักษณ์นั้นเสร็จสมบูรณ์มันราวกับว่ามีเมฆหมอกกระพริบ ในพริบตาฉากตรงหน้าก็เปลี่ยนไปราวกับกลางวันและกลางคืน!
[NAME]以灵气将地下的纹理一一补全。然而却无事发生过。似乎这些纹理对[NAME]的灵气并无反应……[NAME]又做了各种尝试，依然毫无反应，只得遗憾离去。	[NAME] ใช้ Qi เพื่อเติมเต็มพื้นผิวใต้ดิน ยังไม่มีอะไรเกิดขึ้น ดูเหมือนว่าพื้นผิวเหล่านี้จะมีผลต่อ Qi ของ [NAME] … [NAME] พยายามทุกอย่างที่เป็นไปได้ แต่มันก็ไม่มีผลอะไรเลยยอมแพ้และจากไป
[NAME]离开了此处。	[NAME] จากไป
[NAME]仔细调查了石壁，很快发现了一些奇异之处。这些石壁上的图形，似乎透出某种道理，似乎正与《太上忘情道》的运功路线同源同理。难道昔日天极老祖就是于此领悟出《太上忘情道》这门功法的么？	[NAME] ตรวจสอบกำแพงหินอย่างละเอียดและพบว่ามีลักษณะเฉพาะบางอย่าง ตัวเลขเหล่านี้บนกำแพงดูเหมือนจะมีความหมายสำหรับพวกเขาและดูเหมือนว่าพวกเขาจะแสดงหลักการบางอย่างเช่นเดียวกับที่พบใน "กฎการตัดอารมณ์" เป็นไปได้ไหมว่าที่นี่มี "กฎการตัดอารมณ์" มาเป็น?
[NAME]仔细体悟，对照自己对功法的理解，大有参悟！	[NAME] มีความเข้าใจก้าวหน้าอย่างมากโดยเปรียบเทียบกับความเข้าใจของตัวเองเกี่ยวกับกฎ!
[NAME]仔细调查石壁，隐隐之间察觉到石壁上的符号似乎隐藏着什么信息。但是[NAME]却始终抓不到那一丝灵感，只得作罢。	[NAME] ตรวจสอบกำแพงหินอย่างระมัดระวัง เห็นได้ชัดว่าเครื่องหมายมีข้อความลับบางอย่าง น่าเสียดายที่แสงแห่งความหวังยังคงไม่พ้น [NAME] ดังนั้นจึงไม่มีทางเลือกอื่นนอกจากต้องยอมแพ้
[NAME]看着石壁上天然生成的纹路，不禁再次感慨造化神奇。	[NAME] จ้องมองไปที่พื้นผิวที่เกิดขึ้นตามธรรมชาติบนกำแพงหินและอดไม่ได้ที่จะถอนหายใจให้กับความยิ่งใหญ่ของธรรมชาติ
[NAME]拿下《山河诀》，简单翻阅，明白了事情的始末。	[NAME] คว้า "บทสวดแห่งขุนเขาและสายน้ำ" พลิกดูและทำความเข้าใจเหตุการณ์ตั้งแต่ต้นจนจบ
原来此人果然是天极老祖，这册山河诀乃是老祖从龙脉运转中领悟的秘法，可以改造山川地脉。如果借助此地每年凝结一次的“造化玉籽”，甚至可以凝聚地脉沉淀千万年之灵气，造化灵土。	เมื่อปรากฎว่านี่คือผู้พิทักษ์แห่งสวรรค์และคู่มือนี้เป็นกฎลับที่เขาเข้าใจจากการไหลเวียนของเส้นเลือดมังกรมันสามารถสร้างภูมิประเทศขึ้นมาใหม่ได้ หากใครจะใช้ประโยชน์จาก "เมล็ดพันธุ์แห่งโชคลาภ" ที่สร้างขึ้นเป็นประจำทุกปีมันจะเป็นไปได้ที่จะควบแน่นพลัง Qi ที่มีมูลค่าหมื่นปีของดินโลกนี้ซึ่งสร้างดินทางจิตวิญญาณในกระบวนการ
[NAME]收起《山河诀》并按照其中的秘法，将造化玉籽采了下来。	[NAME] ทิ้ง "บทสวดแห่งขุนเขาและสายน้ำ" และเก็บเกี่ยวเมล็ดพันธุ์แห่งโชคลาภตามกฎแห่งความลับที่อธิบายไว้ในนั้น
[NAME]想了想，觉得不能浪费这具遗蜕，决定自己收走这具遗蜕。	[NAME] คิดทบทวนและคิดว่าจะไม่ทำให้ขยะเหล่านี้เสียไปและตัดสินใจนำไป
[NAME]刚刚挪动遗蜕，只见一阵光华闪烁。洞壁之上的玄奥符号以及尽数消失殆尽了。	[NAME] เพิ่งเคลื่อนย้ายซากศพเมื่อมีแสงวาบขึ้นมา สัญลักษณ์สลบบนผนังถ้ำได้หายไปทั้งหมด
[NAME]想了想，觉得还是将遗蜕送还极天宫吧！	[NAME] คิดจบแล้วและคิดว่าจะดีกว่าที่จะคืนซากศพที่พระราชวัง Skydome!
[NAME]想了想，觉得还是尊重天极老祖自身的意愿，就让其遗蜕永远坐镇此处吧！	[NAME] คิดทบทวนและคิดว่าดีกว่าที่จะเคารพความปรารถนาของผู้พิทักษ์แห่งสวรรค์และทิ้งซากศพไว้ที่ที่พวกเขาอยู่
[NAME]归还天极老祖遗蜕，极天宫全派上下感激万分。	[NAME] คืนซากศพของ Celestial Patriarch และทุกคนใน Skydome Palace รวมตัวกันเพื่อแสดงความขอบคุณอย่างจริงใจ
极天宫表示，昔日老祖留言，如若昔日遗蜕归位，可将此玉匣送与来人。[NAME]接过玉匣一看惊喜万分，竟然是两颗造化玉籽！看极天宫的态度，他们似乎并不知道此物妙用。	พระราชวัง Skydome แจ้งให้ทราบว่าผู้อาวุโสได้ทิ้งข้อความไว้ข้างหลังโดยระบุว่าหากยังคงมีการส่งคืนหีบหยกนี้จะมอบให้กับหีบที่ส่งคืนมา หลังจากได้รับหีบหยก [NAME] ก็ต้องตกใจเมื่อพบว่ามีเมล็ดแห่งโชคลาภสองอันอยู่ข้างใน! จากรูปลักษณ์ของผู้ที่อยู่ในพระราชวัง Skydome ดูเหมือนว่าพวกเขาจะไม่รู้เลยว่าสิ่งของนี้มีประโยชน์อย่างไร
[NAME]虽然对此略感奇怪，但也没有多说，参与完归位大典便回归了宗门。	แม้ว่า [NAME] จะพบว่ามันแปลกไปหน่อย แต่ก็ไม่มีอะไรจะพูดอีกแล้วและกลับไปที่โรงเรียนหลังจากคืนซากศพเสร็จแล้ว
[NAME]刚准备加入寻找先天灵宝的队伍，却突然发现识海中竟然多出一封古朴的图卷，宝物有灵，竟然自茫茫人海中选择了[NAME]。	[NAME] กำลังเตรียมที่จะเข้าร่วมผู้ที่ค้นหา Numinous Treasure เมื่อมีการค้นพบม้วนหนังสือเก่าที่ขาดรุ่งริ่งและขณะที่มันครอบครอง Qi อยู่ก็เลือก [NAME] จากกลุ่มคนมากมาย
面对如此机缘，[NAME]狂喜之余却又感到一丝不安，不知这是福是祸……	เมื่อเผชิญหน้ากับโชคเช่นนี้ [NAME] ก็รู้สึกอิ่มเอมใจและยังรู้สึกไม่สบายใจในขณะเดียวกันก็ยังไม่ชัดเจนว่าสิ่งนี้จะนำไปสู่โชคลาภหรือหายนะ ...
[NAME]使了个法术，对蛟龙发起挑衅，成功吸引了蛟龙的注意。	[NAME] ร่ายมนต์เพื่อยั่วยุ Flood Dragon ดึงดูดความสนใจของมัน
见蛟龙被吸引，[NAME]驾起剑光，时不时的挑动蛟龙的怒火，向门派方向飞遁而去。	เมื่อเห็นว่าความสนใจของ Flood Dragon ถูกดึงออกมา [NAME] จึงใช้ดาบสะท้อนแสงเป็นครั้งคราวเพื่อรักษาความสนใจของมังกรขณะที่พวกเขาบินไปยังสำนัก
见蛟龙被吸引，[NAME]试图向门派逃遁。然而[NAME]御剑速度有限，竟然被蛟龙半路追上，一番缠斗下，[NAME]身负重伤。	เมื่อเห็นว่าความสนใจของ Flood Dragon ถูกดึงดูดออกไป [NAME] จึงพยายามหนีไปยังสำนัก น่าเสียดายที่มีการ จำกัด ความเร็วของสิ่งประดิษฐ์ของ [NAME] ดังนั้น Flood Dragon จึงสามารถตามจับได้ครึ่งทางและเริ่มการโจมตีกลางอากาศทำให้ [NAME] ได้รับบาดเจ็บอย่างรุนแรง
