Key	Value
参悟经验：{0}\n	Inspiration XP: {0} \n
耐药性：{0:P2}\n	ความต้านทานยา: {0:P2} \n
分神数：{0}\n	จำนวนวิญญาณย่อย: {0} \n
<font color=#D06508>[内丹]</font>\n	<font color=#D06508>[แกนภายใน]</font> \n
<font color=#D06508>[法宝]</font>\n	<font color=#D06508>[ของวิเศษ]</font> \n
<font color=#D06508>[法宝·信仰圣物]</font>\n	<font color=#D06508>[ของวิเศษ: Sacred Relic]</font> \n
归属：[color=#D06508]{0}[/color]\n	เป็นเจ้าของ:[color=#D06508]{0}[/color]\n
天劫洗练：{0}次\n	Heavenly Reforge: {0} \n
五行：相生\n	ธาตุทั้งห้า: เกี่ยวพันกัน \n
五行：相同\n	ห้าธาตุ: เทียบเท่า \n
五行：相克\n	ธาตุห้าประการ: การต่อต้าน \n
<font color=#D06508>[秘宝]</font>\n	<font color=#D06508>[Legacy ของวิเศษ]</font> \n
<font color=#D06508>[激活进度]</font>\n	<font color=#D06508>[ความคืบหน้าในการเปิดใช้งาน]</font> \n
<font color=#D06508>[灵器]</font>[color=#66FFFF]({0})[/color]\n	<font color=#D06508>[Spiritual ของวิเศษ]</font>[color=#66FFFF]({0})[/color]\n
激活条件:{0}之灵器({1}/{2})\n	ข้อกำหนดในการเปิดใช้งาน: ของวิเศษทางจิตวิญญาณของ {0} ({1}/{2}) \n
神道修行无法使用灵器\n	ของวิเศษทางจิตวิญญาณไม่สามารถใช้งานได้สำหรับกฎแห่ง Shendao \n
炼体修行无法使用灵器\n	ของวิเศษทางวิญญาณไม่สามารถใช้งานได้สำหรับการฝึกตนทางกายภาพ \n
<font color=#80D5FF>[精品]</font>	<font color=#80D5FF>[ประณีต]</font>
孵化进度：{0:N0}%\n	การฟักไข่: {0:N0}% \n
制作者：	ผู้สร้าง:
\n可持有时间：{0}	\nเวลาว่าง: {0}
\n距离下次拍卖会还剩{0}天	\n{0} วันก่อนการประมูลครั้งถัดไป
\n这里面似乎困着一只{0}	\nดูเหมือนว่าจะมี {0} ติดอยู่ในนั้น
选择保存文件夹	เลือกเซฟโฟลเดอร์
壁纸已经保存到：\n{0}	เซฟวอลเปเปอร์ไปที่：\n{0}
添加前置模组	เพิ่ม mod ที่จำเป็น
添加新标签	เพิ่มป้ายกำกับใหม่
版本号请使用浮点数	โปรดใช้ตัวเลขทศนิยมสำหรับเวอร์ชันเกม
设置的所需游戏版本比当前游戏版本更高，请确认	เวอร์ชันเกมที่คุณกำหนดไว้สูงกว่าเวอร์ชันเกมปัจจุบัน โปรดตรวจสอบ
不存在预览图！	ไม่มีภาพตัวอย่าง!
请设定标签！	กำหนดป้ายกำกับ
外观美化	กราฟิก
功能增强	เพิ่มฟังก์ชัน
易用性	การใช้งาน
大型综合	ทั่วไป
轮回者	กลับชาติมาเกิด
物品	สิ่งของ
语言	ภาษา
非万界天宫	ไม่ใช่ Realms Palace
建筑蓝图	พิมพ์เขียว
内容	เนื้อหา
冒险模式	โหมดผจญภัย
非中文	ไม่ใช่ภาษาจีน
正在更新，请耐心等待...	กำลังอัปเดต โปรดรอ…
更新完成	อัปเดตเสร็จสมบูรณ์
更新失败	อัปเดตไม่สำเร็จ
加载{0}模组UI报错:{1}	กำลังโหลด {0} ข้อผิดพลาด UI ของ Mods: {1}
以下模组需要 {0} 作为前置模组:{1}	ม็อดต่อไปนี้ต้องใช้ม็อด {0}: {1}
{0} 所需的前置模组排序过低:{1}	อันดับของม็อดที่ต้องการของ {0} ต่ำเกินไป: {1}
该模组并未公开，无法进行评价	ม็อดนี้ไม่สามารถใช้ได้กับสาธารณะ ไม่สามารถตรวจสอบได้
检测服务器MOD...	ทดสอบม็อดเซิร์ฟเวอร์...
更新MOD信息...	กำลังอัปเดตข้อมูลม็อด...
上传中，请耐心等待...	กำลังอัปโหลดโปรดอดใจรอ…
正在准备上传...	กำลังรอการอัปโหลด...
正在上传中，请耐心等待...\n	กำลังอัปโหลดโปรดอดใจรอ… \n
\n当前进度:	\nความคืบหน้า:
上传成功！大约需要10分钟的时间才会在模组订阅面板中出现	อัปโหลดแล้ว! mod ของคุณจะสามารถดูได้ในเมนูการสมัครสมาชิก mod ในเวลาประมาณ 10 นาที
上传成功！大约需要10分钟的时间才会在模组订阅面板中出现\n请勿修改并妥善保管当前上传模组文件下的Info文件，用于更新该模组	อัปโหลดแล้ว! ม็อดของคุณจะสามารถดูได้ในเมนูการสมัครสมาชิกม็อดในเวลาประมาณ 10 นาที\nโปรดอย่าแก้ไขไฟล์. info ของม็อดที่อัปโหลดและเก็บไว้เพื่อการอัพเดทม็อดนี้ในอนาคต
上传失败！{0}\n是否选择无预览图上传	การอัพโหลดล้มเหลว! {0}\nอัปโหลดโดยไม่ตั้งค่าภาพตัวอย่างหรือไม่
上传失败！{0}	อัปโหลดไม่สำเร็จ! {0}
模组文件已经上传成功！\n由于WeGame平台的规则调整，目前您的模组不能直接提交审核，请前往WeGame平台'模组仓库-管理模组-我的上传'中进行编辑并提交审核！	อัปโหลดไฟล์โมดูลเรียบร้อยแล้ว!\nเนื่องจากการปรับเปลี่ยนกฎบนแพลตฟอร์ม Wegame ตอนนี้ไม่สามารถส่งม็อดของคุณเพื่อตรวจสอบได้โดยตรง โปรดไปที่เมนู Wegame 'Mods Storehouse - Manage Mods - My Uploads' เพื่อแก้ไขและส่ง
模组文件已经上传成功！\n由于WeGame平台的规则调整，目前您的模组不能直接提交审核，请前往WeGame平台'模组仓库-管理模组-我的上传'中进行编辑并提交审核！\n请勿修改并妥善保管当前上传模组文件下的Info文件，用于更新该模组！	อัปโหลดไฟล์โมดูลเรียบร้อยแล้ว!\nเนื่องจากการปรับเปลี่ยนกฎบนแพลตฟอร์ม Wegame ตอนนี้ไม่สามารถส่งม็อดของคุณเพื่อตรวจสอบได้โดยตรง โปรดไปที่เมนู Wegame 'Mods Storehouse - Manage Mods - My Uploads' เพื่อแก้ไขและส่ง\nโปรดอย่าแก้ไขไฟล์. info ของม็อดที่อัปโหลดและเก็บไว้เพื่อการอัปเดตม็อดนี้ในอนาคต
更新	อัปเดต
\n总大小:	\nขนาด:
\n当前进度:	\nความคืบหน้า:
我们的位置	ตำแหน่งของฉัน
我们不知道这个地方在哪，或许应该多转转？	ฉันสงสัยว่าเราอยู่ที่ไหน บางทีเราควรมองไปรอบ ๆ
中立	เป็นกลาง
己方	พันธมิตร
未获得通行权	ไม่สามารถเข้าถึงได้
{0}\n当前有{1}个门派的任务未完成	{0} วัน
什么也不给	ไม่มี
分配100灵石	ให้หินวิญญาณ 100 ก้อน
分配1000灵石	ให้ 1,000 หินวิญญาณ
{0}即将上任代理人，是否给一些盘缠以备不测？（灵石一旦给出无法返还）	{0} กำลังจะเป็นตัวแทน คุณต้องการให้ทรัพยากรในกรณีฉุกเฉินหรือไม่? (เมื่อมอบไปแล้วจะไม่สามารถเรียกคืนหินวิญญาณได้)
资源分配选择	จัดสรรทรัพยากร
取消入驻	ยกเลิกการมอบหมาย
门派人数已达上限，不可送回代理人！	ถึงจำนวนประชากรสำนักสูงสุด จำตัวแทนไม่ได้!
危险未知	ไม่ทราบ
赠送	ส่งของขวัญ
赠送以完成任务	ส่งของขวัญเพื่อให้งานเสร็จสมบูรณ์
驻扎中	แคมป์ปิ้ง
返回中	กลับมา
无数次	หลายครั้ง
次	ครั้ง
{0}\n[color=#990000](这是一个需要进入地图完成的秘闻)[/color]	{0}\n[color=#990000](นี่เป็นความลับที่ทำได้โดยการเข้าสู่แผนที่เท่านั้น)[/color]
建立门派后，派遣内门弟子前往历练	หลังจากตั้งสำนักแล้วให้ส่งศิษย์ในออกไปผจญภัย
建立门派后，派遣内门弟子前往驻扎，弟子会持续历练直到28天后或者发生受伤。\n（驻扎中每隔2到4天触发一次事件且随时可以召回）	หลังจากตั้งสำนักแล้วให้ส่งศิษย์ไปตั้งแคมป์ พวกเขาจะฝึกต่อไปเป็นเวลา 28 วันหรือจนกว่าจะได้รับบาดเจ็บ\n(เหตุการณ์จะเกิดขึ้นทุกๆ 2 ถึง 4 วันในขณะที่ตั้งแคมป์และสามารถเรียกคืนได้ตลอดเวลา)
主殿正在建造...	กำลังสร้างห้องโถงใหญ่...
{0}天劫临近(低于30秒)，拒绝前往。	{0} ความทุกข์ทรมานจากสวรรค์กำลังจะมา (ในเวลาน้อยกว่า 30 วินาที) ไม่ยอมไป.
{0}正在忙，暂时无法前往。	{0} ถูกครอบครองแล้วและไม่สามารถไปได้
门派存亡之际不宜外出。	สำนักของคุณใกล้จะถูกทำลายล้าง นี่ไม่ใช่เวลาที่จะจากไป
{0}的的瓶颈即将松动，暂时不宜外出历练。	เพิ่มขีดจำกัด ของ {0} แล้ว นี่ไม่ใช่เวลาที่พวกเขาจะออกผจญภัย
{0}正在静修中，不能外出历练。	{0} กำลังนั่งสมาธิ นี่ไม่ใช่เวลาที่พวกเขาจะออกผจญภัย
循环历练	ทำซ้ำการผจญภัย
循环{0}次\n(召回可以中断循环)	ทำซ้ำ {0} ครั้ง\n(เรียกคืนเพื่อหยุดการทำซ้ำ)
无数	มากมาย
前往{0}	ไปที่ {0}
耗时：{0:N2}天\n	เวลา: {0:N2} d \n
[color=#B65704]耗时较长[/color]\n	[color=#B65704]ต้องใช้เวลามาก[/color]\n
拜山	เยี่ยมชม
见面礼	ของขวัญการประชุม
原木	ไม้
石材	หิน
采取处世手段解决问题，某些时候可以收获吸引力或影响值。	การใช้ทักษะทางสังคมเพื่อแก้ปัญหาบางครั้งอาจได้รับการดึงดูดหรือมีอิทธิพล
威慑他人。	คุกคามผู้อื่น
吸引他人。	เอาใจคนอื่น.
辩论，或是做坏事。	อภิปรายหรือเล่นตลก
将食物给他人。	ให้อาหารคนอื่น.
将灵石送人。大部分凡人都不认识灵石。	ให้หินวิญญาณแก่ผู้อื่น ปุถุชนส่วนใหญ่ไม่รู้จักหินวิญญาณ
将木材送人，或是拿起木棍。	ให้ไม้แก่ผู้อื่นหรือรับไม้
将石头送人，或是拿起砖头。	ให้ก้อนหินกับคนอื่นหรือหยิบอิฐ
派遣众弟子或是拥有特殊标签的弟子解决问题。	ส่งศิษย์ทั้งหมดหรือศิษย์ที่มีลักษณะพิเศษเพื่อแก้ปัญหา
快速增加	เพิ่มขึ้นอย่างรวดเร็ว
增减平衡	สมดุล
快速减少	ลดลงอย่างรวดเร็ว
{0}\n从{1}前往{2}	{0}\nจาก {1} ถึง {2}
从{0}前往{1}	ตั้งแต่ {0} ถึง {1}
离开{0}	ออกจาก {0}
前往{0}-弟子	ไปที่ {0} - ศิษย์
前往{0}-主持	ไปที่ {0} - โฮสต์
寻求物资	ค้นหาทรัพยากร
剩余时间：	เวลาที่เหลือ:
该任务将要求进入地图击杀一位{0}的敌人。	ภารกิจนี้ต้องการเพื่อเข้าสู่แผนที่และฆ่า {0} ศัตรู
该任务要求赠送如下道具：	เควสนี้ต้องการของขวัญไอเทม:
完成奖励：	รางวัล:
{0}点人情	{0} การเชื่อมต่อ
{0}点门派好感	{0} ความโปรดปรานของสำนัก
失败惩罚：	ลงโทษ:
你接受了该任务	คุณได้ยอมรับภารกิจแล้ว
接受任务	ยอมรับภารกิจ
还是算了	ไม่เป็นไร
请先选择城市	เลือกเมืองก่อน
{0} {1:N0}岁 {2}	{0}{1:N0} ใช่ {2}
可招揽:{0}/{1}	เปิดรับสมัคร: {0}/{1}
分配回门派	ส่งกลับไปที่สำนัก
可分配{0}人	สามารถส่งคนได้ {0} คน
分配到{0}地区\n\n	ส่งไปยังพื้นที่ {0}\n\n
<font color=#D06508>[地区属性]</font>\n	<font color=#D06508>[สถิติพื้นที่]</font> \n
剩余招揽人数:{0}人	รับได้สูงสุด: {0}
[color=#FFA900]\n[阵眼运转][/color]	[color=#FFA900]\n[อุปกรณ์เสริมปัจจุบัน][/color]
[color=#FFA900]\n[阵眼玄机][/color]	[color=#FFA900]\n[ลิงก์เสริม][/color]
性别:{0}	เพศ: {0}
境界:{0} 或 {1}	สถานะ: {0} หรือ {1}
最大灵气:{0}	พลังชี่สูงสุด: {0}
最小道行:{0}	ค่าความสำเร็จขั้นต่ำ: {0}
装备道具:{0}	ไอเท็มที่ติดตั้ง: {0}
学习秘籍:{0}	คู่มือการเรียนรู้: {0}
{0}{1}级	ระดับ {0}{1}
学习功法:{0}	กฎที่เรียนรู้: {0}
功法属性:{0}	ประเภทกฎ: {0}
\t无	ไม่มี
\n[color=#FFA900][阵法真意][/color]	\n[color=#FFA900][ความจริงของการก่อตัว][/color]
[color=#FFFF00]节点激活条件[/color]	[color=#FFFF00]ข้อกำหนดการเปิดใช้งานโหนด[/color]
基础{0}: {1:F2}{2}	พื้นฐาน {0}: {1:F2}{2}
未知之物	ไอเท็มที่ไม่รู้จัก
对话文件(*.xml;)\0*.xml;	ไฟล์บทสนทนา (* .xml;) \0 * .xml;
选择对话文件	เลือกไฟล์บทสนทนา
所选对话文件数据异常无法读取	ข้อผิดพลาด ไม่สามารถโหลดไฟล์บทสนทนาที่เลือก
已经有相同的名称的对话项目，是否覆盖？	โครงการสนทนาอื่นอยู่ภายใต้ชื่อเดียวกัน คุณต้องการลบล้างไหม
注：请尽量使用游戏编辑工具来进行修改对话，以免出现不可预计的错误	หมายเหตุ: โปรดใช้การแก้ไขในเกมเพื่อแก้ไขบทสนทนาในกรณีที่เกิดข้อผิดพลาดที่ไม่คาดคิด
保存	เซฟ
重载完成	โหลดใหม่เสร็จสมบูรณ์
新建对话节点	สร้างบทสนทนาใหม่
新对话	บทสนทนาใหม่
新建选项节点	สร้างตัวเลือกใหม่
新选项	ตัวเลือกใหม่
新建功能节点	สร้างคุณสมบัติใหม่
新功能	ลูกเล่นใหม่
入口	ทางเข้า
你好！	สวัสดี!
循环十次	วน 10x
循环五十次	วน 50x
无限循环	วนซ้ำไม่รู้จบ
取消循环	ยกเลิกการวนซ้ำ
\n\n{0}指定	\n\n{0} เลือก
正在进行中，不能修改原材料。	กำลังดำเนินการ. ไม่สามารถเปลี่ยนแปลงวัตถุดิบได้
选择秘体	เลือก Secret Body
{0}\n[color=#990000]已装备于{1}栏位中[/color]	{0}\n[color=#990000]ติดตั้งในช่องแล้ว {1}[/color]
认主这个秘宝吗？它将绑定{0}。	อ้างสิทธิ์ Legacy ของวิเศษ นี้ไหม จะตรงไปที่ {0}
该角色同时激活的符咒最多只能有{0}个！	ตัวละครนี้สามารถมียันต์พร้อมกันได้เพียง {0} ชิ้นเท่านั้น!
突破时无法使用道具	ไอเท็มไม่พร้อมใช้งานระหว่างก้าวข้ามขีดจำกัด
当前状态无法使用道具	ไอเท็มไม่พร้อมใช้งานในสถานะปัจจุบัน
使用这个物品吗？	คุณต้องการใช้ไอเท็มนี้หรือไม่?
使用	ใช้
丢下这个物品吗？	คุณต้องการทิ้งไอเท็มนี้หรือไม่
痛感({0:P0})\n受伤会导致疼痛，当疼痛超过一定值会影响意识。	ความเจ็บปวด ({0:P0})\nการสร้างความเสียหายทำให้เจ็บปวดและเมื่อความเจ็บปวดเกินเกณฑ์ที่กำหนดจะส่งผลต่อจิตสำนึก
意识({0:P0})\n大脑受伤会影响该值，意识影响工作效率，当意识过低会导致昏迷。	จิตตานุภาพ ({0:P0})\nค่านี้ได้รับผลกระทบเมื่อจิตใจได้รับความเสียหาย จิตตานุภาพส่งผลต่อประสิทธิภาพในการทำงาน เมื่อพลังใจลดลงต่ำเกินไปตัวละครจะหมดสติ
经脉({0:P0})\n经脉受伤会影响该值，经脉影灵气最大值及修炼效率，经脉过低会导致无法修炼。	Meridians ({0:P0})\nค่านี้จะได้รับผลกระทบเมื่อ Meridians ได้รับความเสียหาย เส้นเมอริเดียนส่งผลต่อ Max พลังชี่และประสิทธิภาพในการฝึก เมื่อ Meridians ลดลงต่ำเกินไปตัวละครจะไม่สามารถฝึกต่อไปได้
移动({0:P0})\n下肢受伤会影响该值，移动影响走路速度和一些体力工作的效率。	ย้าย ({0:P0})\nค่านี้ได้รับผลกระทบเมื่อขาของตัวละครได้รับความเสียหาย การเคลื่อนไหวมีผลต่อความเร็วในการเดินและประสิทธิภาพในการทำงานสำหรับการฝึกบางอย่าง
身手({0:P0})\n上肢受伤会影响该值，身手影响大部分工作的效率。	การกระทำ ({0:P0})\nค่านี้จะได้รับผลกระทบเมื่อแขนของตัวละครได้รับความเสียหาย การกระทำมีผลต่อประสิทธิภาพในการทำงานของงานส่วนใหญ่
感知({0:P0})\n眼睛与耳朵受伤会影响该值，感知影响视野范围和精细工作的效率。	ความรู้สึก ({0:P0})\nค่านี้จะได้รับผลกระทบเมื่อตาและหูของตัวละครได้รับความเสียหาย ความรู้สึกมีผลต่อระยะการดูและประสิทธิภาพในการทำงานของงานละเอียด
死因：{0}	สาเหตุการเสียชีวิต: {0}
{0}\n类型：{1}\n致命部位：{2}\n\n影响：{3}	{0}\nประเภท: {1} \nLethality: {2}\n\nผล: {3}
否	ไม่
已失去	สูญหาย
来自:{0}	ที่มา: {0}
[color=#909090]不变[/color]	[color=#909090]ไม่เปลี่ยนแปลง[/color]
[color=#FF0000]{0}后完全恶化[/color]	[color=#FF0000]เสียหายทั้งหมดใน {0}[/color]
[color=#006B12]{0}后痊愈[/color]	[color=#006B12]จะฟื้นตัวเต็มที่ใน {0}[/color]
\n已治疗(剩余:{0:N0}s)	\nได้รับการรักษาแล้ว (คงเหลือ: {0:N0} วินาที)
\n[color=#D06508]治疗效果不好或自身恢复力太差，请提高治疗效果或自身恢复力。[/color]	\n[color=#D06508]การรักษาต่ำเกินไปหรือความยืดหยุ่นต่ำเกินไป เพิ่มการรักษาหรือความยืดหยุ่น[/color]
\n丹药生效中	\nยาวิเศษ เปิดใช้งาน
\n[color=#D06508]药效不足或自身恢复力太差，请使用更好的药物或提高自身恢复力。[/color]	\n[color=#D06508]ยาอ่อนแอเกินไปหรือความยืดหยุ่นต่ำเกินไป ใช้ยาที่ดีกว่าหรือเพิ่มความยืดหยุ่น[/color]
影响:{0:N2}%\n程度:{1:N2}%({4:N4})\n疼痛:{2}\n趋势:{3}\n{5}	ผลกระทบ: {0:N2}%\nองศา: {1:N2}% ({4:N4}) \nPain: {2}\nสถานะ: {3}\n{5}
\n[color=#9e6404]内门伤害只能靠服用对应的丹药才能治疗[/color]	\n[color=#9e6404]ความเสียหายภายในสามารถรักษาให้หายได้โดยการดูดซึมน้ำยาอีลิกเซอร์ที่ถูกต้องเท่านั้น[/color]
{0:N2}%({1:N2}%)\n疼痛:{2}	{0:N2}% ({1:N2}%)\nความเจ็บปวด: {2}
[color=#ff0000][显现][/color]	[color=#ff0000][ปรากฏ][/color]
{0}{2}\n显现：{1}	{0}{2}\nปรากฏ: {1}
不再显现	ห้ามปรากฏขึ้นอีก
({0:P2})[未显现]	({0:P2})[ไม่ปรากฏ]
[temperature]{0:N0}[/temperature]至[temperature]{1:N0}[/temperature]	[temperature]{0:N0}[/temperature]to[temperature]{1:N0}[/temperature]
{0:N1}米	{0:N1} ม
{0}是{1}	{0} คือ {1}
心绪：{0:N0}\n所有情绪的绝对值相加，情绪的数量和程度都会提高心绪的复杂程度。心绪也受情绪放大系数影响。\n共五个层次：\n[color=#FFFFFF]■[/color]心咆意哮\n[color=#00c400]■[/color]心猿意马\n[color=#0099cc]■[/color]心念芜杂\n[color=#F700FF]■[/color]心宁气静\n[color=#FF8B00]■[/color]心如止水	ความทุกข์: {0:N0}\nค่าสัมบูรณ์ทั้งหมดของอารมณ์ทั้งหมด จำนวนและขอบเขตของอารมณ์จะทำให้ความทุกข์ซับซ้อนขึ้น นอกจากนี้ยังได้รับผลกระทบจากตัวคูณอารมณ์\nสถานะทั้งหมดห้าสถานะ:\n[color=#FFFFFF]■[/color]ความโกรธเกรี้ยว\n[color=#00c400]■[/color]เหม่อลอย\n[color=#0099cc]■[/color]มีปัญหา วิญญาณ\n[color=#F700FF]■[/color]ความเงียบสงบ\n[color=#FF8B00]■[/color]อารมณ์ดี
\n剩余: {0}	\nที่เหลืออยู่: {0}
尚未开辟神国	อาณาจักรศักดิ์สิทธิ์ยังไม่ได้รับการจัดตั้งขึ้น
角色死亡，无法展开神国	ตัวละครตายไปแล้ว ไม่สามารถสร้างอาณาจักรศักดิ์สิทธิ์ได้
此处无法展开神国	ไม่สามารถสร้างอาณาจักรศักดิ์สิทธิ์ได้ที่นี่
\n兽形态下无法突破瓶颈	\nไม่สามารถพัฒนาขีดจำกัด ในรูปแบบสัตว์ร้ายได้
内丹战斗强度:	พลังการต่อสู้หลักภายใน:
内丹灵气容量:	ความจุ พลังชี่หลักภายใน:
内丹回灵速度:	การกู้คืน Core พลังชี่ภายใน:
内丹攻击间隔:	ความเร็วในการโจมตีหลักภายใน:
内丹飞行速度:	ความเร็วในการบินหลักภายใน:
内丹转弯速度:	ความเร็วในการหมุนแกนภายใน:
术法伤害加成:	โบนัสความเสียหายเวทย์:
术法冷却缩短:	การลดคูลดาวคาถา:
术法消耗加成:	โบนัสค่าร่ายเวทย์:
护盾强度:	พลังกั้น:
法宝战斗强度:	พลังการต่อสู้ของของวิเศษ:
法宝灵气容量:	ความจุของพลังชี่ในของวิเศษ:
法宝回灵速度:	การฟื้นของพลังชี่ในของวิเศษ:
法宝攻击间隔:	ความเร็วในการโจมตีของของวิเศษ:
法宝飞行速度:	ความเร็วในการบินของของวิเศษ:
法宝转弯速度:	ความเร็วในการหมุนของวิเศษ:
{0:F1}/秒	{0:F1}/วินาที
{0:F1}秒	{0:F1} วินาที
{0:F0}米/秒	{0:F0} ม./วินาที
{0:F0}度/秒	{0:F0} ℃/วินาที
{0:N2}点/灵气	{0:N2} คะแนน/พลังชี่
{0}: {1:F2}/秒\n	{0}: {1:F2}/วินาที \n
(总值)	(รวม)
(平均值)	(เฉลี่ย)
全局闪避：{0:P2}	โกลบอลดอดจ์: {0:P2}
躲闪率：炼体者直接躲避攻击的几率。	Dodge Chance: โอกาสที่ผู้ฝึกตนกายภาพจะหลบการโจมตีโดยตรง
身体强度：{0:F2}	ความแข็งแกร่งทางกายภาพ: {0:F2}
身体强度：炼体者身躯的综合强度，决定炼体者承受伤害的能力。	ความแข็งแรงทางกายภาพ: ความแข็งแกร่งที่ครอบคลุมร่างกายของผู้ฝึกตนสายร่างกายซึ่งกำหนดความสามารถในการรับความเสียหาย
等待师父{1}完成{0}。	กำลังรอให้ Master {1} ดำเนินการ {0}
正在感悟天地	แม้ว่าลึก ๆ
[align=center]道行天劫[/align]\n已渡次数:{0}\n可渡次数:{1}\n\n[color=#D06508]道行每达百数，便可与冥冥之中感悟天道对道行之限制。若修成元神，便可运转元神引动天机，以渡道行之天劫。[/color]	[align=center]การบรรลุทัณฑ์สวรรค์[/align]\nทัณฑ์สวรรค์ที่รอดชีวิต: {0}\nการช่วยเหลือที่เหลือ {1}\n\n[color=#D06508]สำหรับการบรรลุทุก ๆ 100 ครั้งตัวละครอาจพยายามเพื่อความศักดิ์สิทธิ์ของข้อ จำกัด การบรรลุ จากลัทธิแห่งสวรรค์ หากตัวละครได้รับการปลูกฝังจิตวิญญาณดั้งเดิมพวกเขาสามารถใช้เพื่อทำความเข้าใจกับความลึกลับของธรรมชาติเพื่อเอาชีวิตรอดจากทัณฑ์สวรรค์[/color]
[align=center]寿元天劫[/align]\n已渡次数:{0}\n可渡次数:{1}\n\n[color=#D06508]年龄每达千数，便可与冥冥之中感悟天道对寿元之限制。若修成元神，便可运转元神引动天机，以渡寿元之天劫。[/color]	[align=center]ทัณฑ์สวรรค์ตลอดอายุ[/align]\nระยะเวลาของการอยู่รอด: {0}\nจำนวนที่เหลือ: {1}\n\n[color=#D06508]ทุก 1,000 ปีของตัวละครจะมีความศักดิ์สิทธิ์ของ ข้อ จำกัด อายุการใช้งานจากลัทธิแห่งสวรรค์ หากตัวละครได้รับการปลูกฝังจิตวิญญาณดั้งเดิมพวกเขาสามารถใช้เพื่อทำความเข้าใจความลึกลับของธรรมชาติเพื่อเอาชีวิตรอดจากทัณฑ์สวรรค์ตลอดอายุ[/color]
因神国中神民怨念累积到100%而产生的信仰天劫。如果度过，则使怨念清零，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	ทัณฑ์สวรรค์บนสวรรค์ที่เกิดจากความเกลียดชังที่สะสมมา 100% จากผู้อยู่อาศัยของพระเจ้าในอาณาจักรศักดิ์สิทธิ์ หากตัวละครยังมีชีวิตอยู่ความเกลียดชังทั้งหมดจะถูกล้างออก ถ้าไม่เช่นนั้นพวกเขาจะถูกลบเลือน\nความทุกข์ทรมานจากความเชื่อที่รอดชีวิต: {0} ครั้ง
{0:N0}秒	{0:N0} วินาที
因神性圆满而产生的信仰天劫。如果度过，则留下遗蜕神化飞升，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	ทัณฑ์สวรรค์บนสวรรค์ที่เกิดจากความศักดิ์สิทธิ์ที่เติมเต็ม หากตัวละครยังมีชีวิตอยู่พวกเขาจะขึ้นสู่ความเป็นอมตะและทิ้งร่างมรรตัยไว้เบื้องหลัง ถ้าไม่เช่นนั้นพวกเขาจะถูกลบเลือน\nความทุกข์ทรมานจากความเชื่อที่รอดชีวิต: {0} ครั้ง
修为到达圆满境后，可直面自身执念而引动信仰天劫。如果度过，则斩却执念，于神国中开辟一块新区域，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	เมื่อการบ่มเพาะมาถึง Attainment State ตัวละครสามารถเผชิญกับความหมกมุ่นของตนเองและก่อให้เกิดความทุกข์ทรมานจากความเชื่อ หากตัวละครยังมีชีวิตอยู่พวกเขาจะแยกตัวออกจากความหลงใหลทั้งหมดและสร้างพื้นที่ใหม่ใน Divine Realm ถ้าไม่เช่นนั้นพวกเขาจะถูกลบเลือน\nความทุกข์ทรมานจากความเชื่อที่รอดชีวิต: {0} ครั้ง
{0}代弟子	Gen {0} ศิษย์
飞升滞留次数	โฮเวอร์
滞留{0}次	วางเมาส์เหนือ {0} ครั้ง
心境：{0:N0}/{1:N0}\n层次：{2}{3}\n趋势：{5}{4:F2}/天\n\t({6})\n突破条件：{7}\n突破进度：{8:P2}({9:N1}/{10:N1})\n\n心境会大幅度影响修炼相关行为的效率和成功率。只有足够强大的心境才能驾驭信徒的祈祷之念。	สถานะจิต: {0:N0}/{1:N0}\nสถานะ: {2}{3}\nการกล่าวถึง: {5}{4:F2}/d\n\t ({6})\nข้อกำหนดก้าวข้ามขีดจำกัด: {7}\nความคืบหน้าในก้าวข้ามขีดจำกัด: {8:P2} ({9:N1}/{10:N1})\n\nสถานะจิตของตัวละครมีผลต่อประสิทธิภาพและอัตราความสำเร็จของการกระทำที่เกี่ยวข้องกับการฝึก มีเพียงสถานะจิตที่แข็งแกร่งเพียงพอที่จะจัดการกับคำอธิษฐานของผู้ติดตามทั้งหมดได้
师父:	อาจารย์:
金丹品质：{0:N0}\n根本灵气：{1:F0}\n炼精化气：{2:F0}\n上品金丹(1-3)：丹成上品，此世有成仙之契机。\n中品金丹(4-6):丹成中品，修成元婴已是极限，若想飞升，倍加艰难。\n下品金丹(7-9):丹成下品，想修成元婴也将阻难重重。	คุณภาพแกนทองคำ {0:N0}\nฐาน พลังชี่: {1:F0}\nการแปลง Anima: {2:F0}\nJindan ระดับสูง (I ถึง III): ได้รับ Jindan ระดับสูงซึ่งหมายถึงโอกาส เพื่อขึ้นสู่ความเป็นอมตะ\nJindan ระดับกลาง (IV ถึง VI): ได้รับ Jindan ระดับกลาง แทบไม่เพียงพอที่จะสร้าง Innerspirit การขึ้นสวรรค์จะเป็นเรื่องยากอย่างยิ่ง\nJindan ระดับต่ำ (VII ถึง IX): ได้รับ Jindan ระดับต่ำ การสร้าง Innerspirit จะเป็นเรื่องยากมาก
